Country,Year,Attack Type,Target Industry,Attack Source,Financial Loss (Millions),Number of Affected Users,Incident Resolution Time (Hours),Security Vulnerability Type,Defense Mechanism Used
Chine,2022,Phishing,Santé,Nation-État,88.49,341749,103.3,Accès non autorisé,Sauvegarde et restauration
Russie,2022,Malware,Finance,Inconnu,112.11,903,69.6,API non sécurisée,Pare-feu
Turquie,2022,Spear Phishing,Gouvernement,Cybercriminels,126.77,447,150.7,Logiciels non patchés,Analyse forensique
Arabie Saoudite,2022,Zero-Day,Télécommunications,Insider,19.92,6404,252.3,API non sécurisée,Formation et sensibilisation
Chine,2022,Phishing,Gouvernement,Groupe de hackers,52.92,672,95.4,Ingénierie sociale,Analyse forensique
États-Unis,2022,Spear Phishing,Énergie,Cybercriminels,175.84,9067,21.4,Accès non autorisé,IDS/IPS
Corée du Sud,2022,Phishing,Technologie,Cybercriminels,7.83,20816,88.0,Vulnérabilité zero-day,IDS/IPS
États-Unis,2022,Zero-Day,Commerce,Cybercriminels,556.17,297,302.6,Ingénierie sociale,Segmentation réseau
France,2022,Spear Phishing,Santé,Cybercriminels,101.71,5330,62.9,Absence de chiffrement,Pare-feu
Royaume-Uni,2022,Phishing,Finance,Cybercriminels,85.66,6468,150.6,Vulnérabilité zero-day,Segmentation réseau
États-Unis,2022,DDoS,Finance,Nation-État,30.26,4767,19.1,Accès non autorisé,IDS/IPS
Corée du Sud,2022,Ransomware,Énergie,Cybercriminels,44.56,353,623.3,Accès non autorisé,EDR
Malaisie,2022,Phishing,Énergie,Cybercriminels,49.74,108,166.1,Mots de passe faibles,Sauvegarde et restauration
Australie,2022,Spear Phishing,Commerce,Groupe de hackers,138.60,28,73.6,Logiciels non patchés,Analyse forensique
France,2022,Phishing,Technologie,Insider,69.85,27047,157.8,Mauvaise configuration,Segmentation réseau
États-Unis,2022,Ransomware,Gouvernement,Inconnu,57.21,7753,642.0,Mots de passe faibles,Segmentation réseau
France,2022,Phishing,Technologie,Nation-État,28.53,491,144.4,Accès non autorisé,Sauvegarde et restauration
Brésil,2022,Phishing,Transport,Nation-État,88.92,897,63.2,Ingénierie sociale,SIEM
Pays-Bas,2022,DDoS,Télécommunications,Cybercriminels,16.49,1442,77.9,Mauvaise configuration,SIEM
Royaume-Uni,2022,Ransomware,Énergie,Nation-État,102.10,819097,660.9,Accès non autorisé,SIEM
Égypte,2022,Phishing,Éducation,Insider,95.80,15077,33.1,Accès non autorisé,Chiffrement
États-Unis,2022,Spear Phishing,Santé,Insider,121.79,96,148.8,API non sécurisée,Segmentation réseau
Afrique du Sud,2022,Ransomware,Énergie,Inconnu,99.38,77571,382.8,Vulnérabilité zero-day,Analyse forensique
Japon,2022,Malware,Énergie,Inconnu,111.70,1568180,142.2,Ingénierie sociale,Authentification multifacteur
États-Unis,2022,DDoS,Énergie,Cybercriminels,51.86,16567,12.9,Mauvaise configuration,EDR
Allemagne,2022,Spear Phishing,Transport,Cybercriminels,152.43,2274,63.4,Logiciels non patchés,Formation et sensibilisation
Mexique,2022,Malware,Finance,Insider,28.85,365178,140.7,Mots de passe faibles,SIEM
Australie,2022,Phishing,Technologie,Groupe de hackers,10.14,1401647,96.2,Accès non autorisé,Authentification multifacteur
Iran,2022,Malware,Technologie,Inconnu,144.85,60028,72.2,Ingénierie sociale,Analyse forensique
États-Unis,2022,DDoS,Santé,Cybercriminels,21.92,179443,82.8,API non sécurisée,Authentification multifacteur
Inde,2022,DDoS,Télécommunications,Nation-État,4.22,1845054,11.5,API non sécurisée,Segmentation réseau
Corée du Sud,2022,Zero-Day,Commerce,Nation-État,631.06,3585217,482.6,Mots de passe faibles,Pare-feu
États-Unis,2022,Phishing,Technologie,Cybercriminels,19.14,122,152.5,Ingénierie sociale,IDS/IPS
Inde,2022,Malware,Santé,Nation-État,81.63,16302,151.7,Accès non autorisé,SIEM
Chine,2022,Phishing,Télécommunications,Nation-État,23.33,169,97.0,API non sécurisée,IDS/IPS
Malaisie,2022,Phishing,Commerce,Nation-État,72.85,319971,34.1,Vulnérabilité zero-day,Analyse forensique
États-Unis,2022,Zero-Day,Santé,Groupe de hackers,920.78,83609,500.0,Accès non autorisé,Formation et sensibilisation
Israël,2022,DDoS,Santé,Inconnu,37.07,51380,37.6,Absence de chiffrement,EDR
Chine,2022,Spear Phishing,Énergie,Nation-État,175.41,49677,132.1,Mots de passe faibles,Formation et sensibilisation
Chine,2022,Ransomware,Commerce,Cybercriminels,9.31,34489,410.6,Mauvaise configuration,IDS/IPS
Brésil,2022,Phishing,Finance,Hacktivistes,21.49,892,94.3,API non sécurisée,EDR
Indonésie,2022,DDoS,Finance,Cybercriminels,40.04,7169,92.4,Logiciels non patchés,SIEM
Afrique du Sud,2022,DDoS,Transport,Groupe de hackers,13.89,8207,25.8,Mauvaise configuration,Segmentation réseau
Allemagne,2022,Phishing,Santé,Nation-État,62.84,34793,153.4,Logiciels non patchés,IDS/IPS
Turquie,2022,Ransomware,Technologie,Nation-État,189.50,4171,111.7,Logiciels non patchés,Segmentation réseau
Chine,2022,DDoS,Finance,Cybercriminels,44.96,65709,97.3,Ingénierie sociale,Segmentation réseau
Russie,2022,Phishing,Finance,Inconnu,20.56,244,49.7,Logiciels non patchés,Analyse forensique
Allemagne,2022,Zero-Day,Éducation,Cybercriminels,557.67,2202178,72.9,Ingénierie sociale,Authentification multifacteur
Inde,2022,Ransomware,Commerce,Inconnu,228.00,40799,606.3,Accès non autorisé,Chiffrement
Israël,2022,Phishing,Finance,Hacktivistes,12.91,176534,160.9,Mauvaise configuration,Pare-feu
Russie,2022,DDoS,Télécommunications,Groupe de hackers,47.73,33440,6.7,Absence de chiffrement,Formation et sensibilisation
Italie,2022,Malware,Éducation,Nation-État,78.81,604,18.3,Absence de chiffrement,Pare-feu
Israël,2022,Malware,Finance,Cybercriminels,35.70,2046539,79.7,Absence de chiffrement,Analyse forensique
Italie,2022,Spear Phishing,Finance,Inconnu,188.60,13310,30.1,Logiciels non patchés,Analyse forensique
Inde,2022,Zero-Day,Technologie,Nation-État,393.88,1102,460.2,Mots de passe faibles,Pare-feu
Corée du Sud,2022,Ransomware,Finance,Cybercriminels,230.48,259,632.8,Vulnérabilité zero-day,Pare-feu
Russie,2022,Spear Phishing,Technologie,Groupe de hackers,93.42,46,97.4,Mauvaise configuration,IDS/IPS
Italie,2022,Ransomware,Santé,Insider,309.59,2740,599.1,Mots de passe faibles,SIEM
Royaume-Uni,2022,Spear Phishing,Gouvernement,Nation-État,142.32,21491,86.9,Mots de passe faibles,EDR
Indonésie,2022,Zero-Day,Défense,Groupe de hackers,323.34,106,209.8,Mauvaise configuration,Sauvegarde et restauration
Israël,2022,Malware,Défense,Cybercriminels,144.99,162709,125.8,Absence de chiffrement,IDS/IPS
Chine,2022,DDoS,Éducation,Cybercriminels,14.08,323815,34.2,API non sécurisée,Segmentation réseau
Indonésie,2022,Zero-Day,Technologie,Groupe de hackers,338.33,1212,342.9,Absence de chiffrement,Pare-feu
France,2022,Malware,Éducation,Inconnu,88.77,2009,167.4,Ingénierie sociale,Chiffrement
Australie,2022,Spear Phishing,Transport,Insider,134.86,24,93.7,Mauvaise configuration,Analyse forensique
Brésil,2022,Malware,Transport,Nation-État,45.59,1057,151.2,Absence de chiffrement,IDS/IPS
Allemagne,2022,Ransomware,Finance,Insider,317.89,2087,286.3,Vulnérabilité zero-day,Chiffrement
Corée du Sud,2022,Phishing,Finance,Hacktivistes,91.49,2271292,127.9,Mauvaise configuration,Pare-feu
Afrique du Sud,2022,DDoS,Télécommunications,Cybercriminels,41.95,5996,106.7,Mauvaise configuration,EDR
Pays-Bas,2022,Spear Phishing,Gouvernement,Cybercriminels,81.53,2048,41.1,Ingénierie sociale,Segmentation réseau
Espagne,2022,DDoS,Commerce,Cybercriminels,15.61,262684,146.3,API non sécurisée,Analyse forensique
France,2022,Zero-Day,Télécommunications,Nation-État,915.78,122199,181.8,Mots de passe faibles,Analyse forensique
Chine,2022,Phishing,Transport,Cybercriminels,16.92,219454,106.5,Logiciels non patchés,Segmentation réseau
Allemagne,2022,Spear Phishing,Éducation,Cybercriminels,128.69,225,33.8,API non sécurisée,Analyse forensique
Canada,2022,Ransomware,Santé,Cybercriminels,17.93,47973,128.6,Vulnérabilité zero-day,Chiffrement
États-Unis,2022,Spear Phishing,Finance,Inconnu,13.97,44,55.0,Vulnérabilité zero-day,Sauvegarde et restauration
Corée du Sud,2022,Phishing,Éducation,Insider,43.06,104363,88.5,API non sécurisée,Chiffrement
Colombie,2022,Malware,Commerce,Cybercriminels,88.40,2064,18.4,API non sécurisée,Sauvegarde et restauration
Royaume-Uni,2022,Phishing,Défense,Nation-État,37.43,1445,83.5,Mots de passe faibles,IDS/IPS
Chine,2022,DDoS,Commerce,Nation-État,58.58,1030,29.6,Mots de passe faibles,Sauvegarde et restauration
États-Unis,2022,DDoS,Gouvernement,Insider,29.69,2193209,32.1,Absence de chiffrement,Formation et sensibilisation
États-Unis,2022,Phishing,Télécommunications,Groupe de hackers,26.12,91291,113.1,Logiciels non patchés,Pare-feu
Royaume-Uni,2022,Ransomware,Éducation,Cybercriminels,46.46,105035,349.2,API non sécurisée,Formation et sensibilisation
Mexique,2022,Malware,Finance,Nation-État,88.10,833,124.1,Mauvaise configuration,Sauvegarde et restauration
Égypte,2022,Phishing,Commerce,Inconnu,68.37,1826,131.6,Vulnérabilité zero-day,Chiffrement
Brésil,2022,Ransomware,Santé,Cybercriminels,33.49,645,187.3,Mauvaise configuration,IDS/IPS
Italie,2022,DDoS,Technologie,Inconnu,54.08,533586,150.7,Accès non autorisé,EDR
Chine,2022,Ransomware,Santé,Hacktivistes,337.22,1528,321.8,Vulnérabilité zero-day,Chiffrement
France,2022,Zero-Day,Technologie,Nation-État,90.24,7296248,452.9,API non sécurisée,Segmentation réseau
France,2022,Ransomware,Santé,Groupe de hackers,223.90,261,459.6,Accès non autorisé,Analyse forensique
États-Unis,2022,Ransomware,Technologie,Nation-État,395.77,301663,79.5,Mauvaise configuration,IDS/IPS
Ukraine,2022,Malware,Gouvernement,Cybercriminels,153.52,64280,33.1,API non sécurisée,Chiffrement
Japon,2022,Ransomware,Technologie,Insider,178.19,454343,185.5,Ingénierie sociale,Chiffrement
Ukraine,2022,Spear Phishing,Défense,Groupe de hackers,15.47,759,96.6,Vulnérabilité zero-day,SIEM
Malaisie,2022,Phishing,Transport,Inconnu,95.08,201,123.0,Ingénierie sociale,Authentification multifacteur
Australie,2022,Spear Phishing,Finance,Hacktivistes,157.24,1177,12.7,Vulnérabilité zero-day,Formation et sensibilisation
Canada,2022,Ransomware,Santé,Insider,113.50,143,616.6,Absence de chiffrement,Sauvegarde et restauration
États-Unis,2022,Ransomware,Défense,Cybercriminels,322.82,50412,226.0,Absence de chiffrement,Pare-feu
Corée du Sud,2022,Ransomware,Gouvernement,Inconnu,161.88,473,696.6,Logiciels non patchés,Pare-feu
France,2022,Ransomware,Télécommunications,Inconnu,108.97,3070,38.5,Logiciels non patchés,Authentification multifacteur
Inde,2022,Spear Phishing,Technologie,Inconnu,173.97,338,34.9,Accès non autorisé,SIEM
Chine,2022,Zero-Day,Commerce,Cybercriminels,961.45,155,178.9,Absence de chiffrement,SIEM
Royaume-Uni,2022,Ransomware,Santé,Nation-État,377.09,538,395.5,Ingénierie sociale,SIEM
Russie,2022,Man-in-the-Middle,Finance,Cybercriminels,22.39,66931,10.9,Ingénierie sociale,Chiffrement
Espagne,2022,Phishing,Technologie,Cybercriminels,63.11,143,147.1,Mauvaise configuration,SIEM
Chine,2022,DDoS,Transport,Inconnu,59.04,5160,155.2,Accès non autorisé,Formation et sensibilisation
Russie,2022,Phishing,Santé,Nation-État,97.39,120604,60.7,Ingénierie sociale,Analyse forensique
Italie,2022,Phishing,Défense,Cybercriminels,85.56,688451,31.9,API non sécurisée,Analyse forensique
Australie,2022,DDoS,Finance,Cybercriminels,61.47,2348637,82.8,Mauvaise configuration,IDS/IPS
Israël,2022,Phishing,Technologie,Inconnu,95.44,4499,161.1,API non sécurisée,IDS/IPS
Russie,2022,Ransomware,Technologie,Cybercriminels,228.22,135,254.1,Ingénierie sociale,IDS/IPS
Canada,2022,Ransomware,Télécommunications,Nation-État,366.71,928,477.2,Absence de chiffrement,EDR
Chine,2022,DDoS,Finance,Nation-État,3.69,7239627,142.7,Vulnérabilité zero-day,Formation et sensibilisation
Japon,2022,Malware,Technologie,Nation-État,153.50,987,148.4,Vulnérabilité zero-day,EDR
Chine,2022,Malware,Gouvernement,Groupe de hackers,38.29,11025,94.5,Absence de chiffrement,Sauvegarde et restauration
Chine,2022,Ransomware,Finance,Nation-État,305.61,57,244.2,API non sécurisée,Authentification multifacteur
États-Unis,2022,Spear Phishing,Santé,Groupe de hackers,46.06,47116,155.9,Mots de passe faibles,EDR
France,2022,Ransomware,Commerce,Cybercriminels,153.27,31500,139.4,Accès non autorisé,Segmentation réseau
Indonésie,2022,Phishing,Commerce,Cybercriminels,31.19,1763,76.3,Logiciels non patchés,Sauvegarde et restauration
Chine,2022,Spear Phishing,Technologie,Groupe de hackers,106.41,2991,14.3,Absence de chiffrement,Sauvegarde et restauration
États-Unis,2022,Injection SQL,Finance,Cybercriminels,19.41,1151,7.6,Mauvaise configuration,Formation et sensibilisation
Japon,2022,Spear Phishing,Gouvernement,Cybercriminels,175.67,2290,73.4,Accès non autorisé,Sauvegarde et restauration
Iran,2022,Phishing,Commerce,Cybercriminels,87.52,1841175,51.5,Mots de passe faibles,Pare-feu
Allemagne,2022,Phishing,Santé,Groupe de hackers,98.47,496,66.8,Mots de passe faibles,Authentification multifacteur
États-Unis,2022,Ransomware,Énergie,Cybercriminels,128.63,166113,433.5,Mots de passe faibles,SIEM
Japon,2022,Ransomware,Commerce,Insider,248.63,1663,696.1,Logiciels non patchés,Pare-feu
Singapour,2022,Phishing,Finance,Inconnu,81.88,170,28.3,Absence de chiffrement,SIEM
Arabie Saoudite,2022,Phishing,Santé,Cybercriminels,75.19,1082712,130.6,API non sécurisée,Analyse forensique
Australie,2022,Phishing,Finance,Groupe de hackers,89.00,55995,99.2,Logiciels non patchés,Segmentation réseau
Japon,2022,Phishing,Éducation,Nation-État,7.12,33659,33.0,Mauvaise configuration,SIEM
France,2022,Spear Phishing,Télécommunications,Groupe de hackers,19.79,23,164.8,Mauvaise configuration,Pare-feu
Australie,2022,DDoS,Santé,Inconnu,51.27,1974171,24.2,Ingénierie sociale,IDS/IPS
Israël,2022,Zero-Day,Énergie,Cybercriminels,477.67,3267957,352.9,Mots de passe faibles,SIEM
Inde,2022,Injection SQL,Commerce,Cybercriminels,71.74,110814,100.1,Logiciels non patchés,Authentification multifacteur
Inde,2022,Phishing,Finance,Inconnu,5.10,468147,89.4,API non sécurisée,EDR
États-Unis,2022,Spear Phishing,Technologie,Cybercriminels,142.58,54102,158.8,Ingénierie sociale,Segmentation réseau
Corée du Sud,2022,Injection SQL,Technologie,Inconnu,78.83,1695,67.4,Mauvaise configuration,Formation et sensibilisation
Nigeria,2022,DDoS,Technologie,Cybercriminels,19.01,4293,43.1,Absence de chiffrement,Segmentation réseau
Ukraine,2022,Phishing,Éducation,Insider,75.60,3774201,19.3,Mauvaise configuration,Formation et sensibilisation
Corée du Sud,2022,Spear Phishing,Énergie,Hacktivistes,42.12,2188,109.4,API non sécurisée,Authentification multifacteur
Russie,2022,Ransomware,Éducation,Cybercriminels,244.24,35806,544.3,Mauvaise configuration,Authentification multifacteur
Japon,2022,Malware,Énergie,Insider,57.94,2175,42.9,Ingénierie sociale,Chiffrement
Allemagne,2022,Man-in-the-Middle,Éducation,Groupe de hackers,31.80,3521,67.0,Mots de passe faibles,Authentification multifacteur
Allemagne,2022,Phishing,Télécommunications,Groupe de hackers,35.45,2718616,44.4,Vulnérabilité zero-day,SIEM
Afrique du Sud,2022,Ransomware,Technologie,Insider,52.61,59,571.5,API non sécurisée,Analyse forensique
Brésil,2022,Phishing,Défense,Cybercriminels,23.35,501728,152.3,Mauvaise configuration,EDR
Afrique du Sud,2022,Ransomware,Finance,Cybercriminels,66.26,322,91.4,API non sécurisée,Chiffrement
France,2022,Ransomware,Défense,Nation-État,280.10,100831,351.8,Ingénierie sociale,Formation et sensibilisation
Japon,2022,DDoS,Santé,Hacktivistes,23.47,1080,39.9,Absence de chiffrement,Formation et sensibilisation
Russie,2022,Ransomware,Transport,Nation-État,289.12,470,496.5,Accès non autorisé,SIEM
Ukraine,2022,Ransomware,Finance,Cybercriminels,41.57,1098,290.3,Vulnérabilité zero-day,Pare-feu
Italie,2022,Ransomware,Santé,Cybercriminels,279.22,81961,300.1,Mauvaise configuration,Segmentation réseau
Chine,2022,DDoS,Finance,Insider,17.56,9095573,103.4,Ingénierie sociale,Analyse forensique
Inde,2022,Malware,Santé,Cybercriminels,147.63,3020793,162.8,Vulnérabilité zero-day,Segmentation réseau
France,2022,Ransomware,Technologie,Insider,403.86,791655,219.2,API non sécurisée,Chiffrement
Allemagne,2022,Spear Phishing,Commerce,Hacktivistes,30.94,8192,102.4,API non sécurisée,Formation et sensibilisation
Chine,2022,DDoS,Énergie,Nation-État,50.77,999435,45.0,Logiciels non patchés,EDR
Turquie,2022,DDoS,Technologie,Cybercriminels,49.49,40918,68.9,Ingénierie sociale,EDR
Royaume-Uni,2022,Phishing,Finance,Cybercriminels,82.33,202522,152.0,Vulnérabilité zero-day,Sauvegarde et restauration
Ukraine,2022,Ransomware,Énergie,Groupe de hackers,108.52,351315,512.1,Accès non autorisé,Formation et sensibilisation
Inde,2022,Ransomware,Défense,Cybercriminels,90.75,307,329.5,Absence de chiffrement,EDR
Espagne,2022,Phishing,Gouvernement,Hacktivistes,68.18,207242,94.4,Logiciels non patchés,Sauvegarde et restauration
Allemagne,2022,Ransomware,Transport,Groupe de hackers,293.70,721,265.2,Mauvaise configuration,Formation et sensibilisation
Russie,2022,Ransomware,Technologie,Hacktivistes,293.85,1819,293.0,Mauvaise configuration,SIEM
États-Unis,2022,Phishing,Finance,Inconnu,82.79,23068,95.2,Mauvaise configuration,EDR
Chine,2022,DDoS,Gouvernement,Insider,38.59,1803512,125.2,Logiciels non patchés,Pare-feu
États-Unis,2023,Malware,Commerce,Cybercriminels,81.86,7582719,129.8,Accès non autorisé,Formation et sensibilisation
Pays-Bas,2023,Phishing,Gouvernement,Hacktivistes,21.26,766,11.9,Ingénierie sociale,Segmentation réseau
Royaume-Uni,2023,Ransomware,Commerce,Groupe de hackers,424.28,721,255.9,Ingénierie sociale,Analyse forensique
Royaume-Uni,2023,Zero-Day,Santé,Cybercriminels,59.16,92852,383.9,Absence de chiffrement,Analyse forensique
Inde,2023,Spear Phishing,Finance,Groupe de hackers,119.04,38,144.3,Absence de chiffrement,Segmentation réseau
Russie,2023,Spear Phishing,Gouvernement,Groupe de hackers,212.44,875,24.0,Mauvaise configuration,Pare-feu
France,2023,Zero-Day,Gouvernement,Cybercriminels,1095.52,10105,333.1,Mauvaise configuration,Sauvegarde et restauration
Espagne,2023,Ransomware,Gouvernement,Cybercriminels,224.53,83,119.5,Ingénierie sociale,Analyse forensique
Chine,2023,Ransomware,Gouvernement,Inconnu,387.40,349866,73.6,Mauvaise configuration,Pare-feu
Malaisie,2023,Phishing,Énergie,Groupe de hackers,29.77,2513,39.9,Mauvaise configuration,SIEM
Australie,2023,Malware,Énergie,Insider,8.32,14154,58.8,Ingénierie sociale,Pare-feu
Israël,2023,Ransomware,Finance,Inconnu,349.04,266,626.6,API non sécurisée,EDR
Royaume-Uni,2023,Zero-Day,Finance,Cybercriminels,124.59,884,447.0,Mots de passe faibles,Chiffrement
Royaume-Uni,2023,Zero-Day,Commerce,Inconnu,335.72,225588,126.5,Accès non autorisé,Chiffrement
Chine,2023,Ransomware,Finance,Cybercriminels,247.51,159,265.1,Ingénierie sociale,Chiffrement
États-Unis,2023,Zero-Day,Télécommunications,Groupe de hackers,457.13,164,335.5,Absence de chiffrement,EDR
Turquie,2023,Phishing,Technologie,Nation-État,81.11,356150,63.3,Ingénierie sociale,Analyse forensique
Chine,2023,Spear Phishing,Gouvernement,Inconnu,139.75,85,78.6,Ingénierie sociale,Authentification multifacteur
Inde,2023,Ransomware,Transport,Cybercriminels,248.99,743,170.3,Ingénierie sociale,SIEM
Japon,2023,Phishing,Technologie,Cybercriminels,47.95,55233,111.0,API non sécurisée,IDS/IPS
Allemagne,2023,Malware,Énergie,Cybercriminels,108.40,4449,144.0,Absence de chiffrement,Analyse forensique
Suède,2023,Ransomware,Gouvernement,Hacktivistes,71.14,7475,640.0,Vulnérabilité zero-day,Formation et sensibilisation
Turquie,2023,Ransomware,Finance,Insider,102.02,2115,563.9,Absence de chiffrement,Segmentation réseau
Royaume-Uni,2023,Spear Phishing,Gouvernement,Cybercriminels,7.70,31,68.4,Absence de chiffrement,Chiffrement
États-Unis,2023,DDoS,Santé,Insider,26.69,488519,47.8,Vulnérabilité zero-day,Segmentation réseau
Chine,2023,Malware,Gouvernement,Nation-État,149.79,35738,113.6,Mots de passe faibles,Chiffrement
France,2023,Ransomware,Technologie,Nation-État,112.18,94,650.0,API non sécurisée,EDR
France,2023,Phishing,Technologie,Groupe de hackers,107.86,2123072,40.8,Mauvaise configuration,Sauvegarde et restauration
Chine,2023,Phishing,Gouvernement,Cybercriminels,49.32,930,131.5,Logiciels non patchés,SIEM
Corée du Sud,2023,Malware,Défense,Nation-État,50.27,448623,82.9,Ingénierie sociale,Sauvegarde et restauration
Australie,2023,Ransomware,Défense,Groupe de hackers,199.06,1712,548.0,Accès non autorisé,Authentification multifacteur
Turquie,2023,Spear Phishing,Technologie,Cybercriminels,117.11,2874,154.9,Vulnérabilité zero-day,Sauvegarde et restauration
Indonésie,2023,Zero-Day,Commerce,Inconnu,137.81,8755085,443.8,Logiciels non patchés,Analyse forensique
Japon,2023,Ransomware,Santé,Nation-État,290.70,7640,561.9,Absence de chiffrement,Sauvegarde et restauration
États-Unis,2023,Ransomware,Santé,Groupe de hackers,312.18,1762,656.7,Mots de passe faibles,Segmentation réseau
Inde,2023,Phishing,Gouvernement,Cybercriminels,33.21,1582498,128.8,Ingénierie sociale,Formation et sensibilisation
États-Unis,2023,Malware,Technologie,Inconnu,4.59,708035,59.7,Accès non autorisé,EDR
Israël,2023,Spear Phishing,Gouvernement,Hacktivistes,198.13,14,160.9,Vulnérabilité zero-day,Authentification multifacteur
Israël,2023,Ransomware,Finance,Cybercriminels,239.51,4716,89.8,Vulnérabilité zero-day,Sauvegarde et restauration
États-Unis,2023,Spear Phishing,Défense,Groupe de hackers,147.69,888,64.2,Logiciels non patchés,IDS/IPS
Israël,2023,Phishing,Gouvernement,Cybercriminels,18.96,7813,28.0,Ingénierie sociale,Analyse forensique
Japon,2023,Phishing,Commerce,Groupe de hackers,72.61,16136,139.6,Ingénierie sociale,EDR
Mexique,2023,Ransomware,Énergie,Cybercriminels,54.55,541,186.9,Accès non autorisé,Sauvegarde et restauration
Singapour,2023,Malware,Finance,Cybercriminels,2.02,185839,142.4,Mauvaise configuration,Authentification multifacteur
États-Unis,2023,DDoS,Commerce,Cybercriminels,21.40,6561703,79.2,Ingénierie sociale,Pare-feu
Allemagne,2023,Phishing,Énergie,Groupe de hackers,23.38,46454,35.4,Vulnérabilité zero-day,Sauvegarde et restauration
Iran,2023,Zero-Day,Défense,Nation-État,604.89,390,206.0,Accès non autorisé,Pare-feu
Royaume-Uni,2023,Ransomware,Énergie,Inconnu,438.10,549687,403.6,Ingénierie sociale,Pare-feu
Inde,2023,Man-in-the-Middle,Commerce,Nation-État,44.68,32725,29.2,Logiciels non patchés,Segmentation réseau
États-Unis,2023,Man-in-the-Middle,Finance,Cybercriminels,29.97,29452,16.2,Accès non autorisé,Authentification multifacteur
Turquie,2023,Ransomware,Santé,Cybercriminels,94.05,351507,682.4,Ingénierie sociale,Formation et sensibilisation
Colombie,2023,Injection SQL,Technologie,Cybercriminels,27.04,7968299,89.9,Vulnérabilité zero-day,EDR
Chine,2023,Malware,Éducation,Nation-État,100.69,188152,104.5,Accès non autorisé,IDS/IPS
France,2023,Spear Phishing,Télécommunications,Groupe de hackers,195.78,39,129.2,Logiciels non patchés,Authentification multifacteur
Russie,2023,Injection SQL,Défense,Groupe de hackers,14.36,343618,11.1,Mots de passe faibles,Sauvegarde et restauration
Afrique du Sud,2023,Ransomware,Éducation,Hacktivistes,93.17,273,537.7,Ingénierie sociale,IDS/IPS
Chine,2023,Ransomware,Technologie,Groupe de hackers,92.61,1737,33.4,API non sécurisée,EDR
Canada,2023,DDoS,Défense,Cybercriminels,44.51,10628,9.2,Ingénierie sociale,EDR
Allemagne,2023,Spear Phishing,Défense,Nation-État,60.83,12652,17.7,Vulnérabilité zero-day,Analyse forensique
Chine,2023,Zero-Day,Technologie,Nation-État,385.21,244668,459.1,Mots de passe faibles,EDR
Chine,2023,Phishing,Transport,Insider,9.73,507,55.5,Mauvaise configuration,SIEM
Singapour,2023,Zero-Day,Finance,Inconnu,409.23,752115,221.4,Accès non autorisé,IDS/IPS
États-Unis,2023,Ransomware,Transport,Groupe de hackers,225.34,2166,54.6,Mauvaise configuration,Analyse forensique
Royaume-Uni,2023,Ransomware,Finance,Groupe de hackers,104.08,86,471.4,Logiciels non patchés,Formation et sensibilisation
Singapour,2023,Ransomware,Transport,Hacktivistes,273.99,119411,657.2,API non sécurisée,Segmentation réseau
Singapour,2023,Phishing,Commerce,Groupe de hackers,13.26,1192,49.7,Ingénierie sociale,Pare-feu
États-Unis,2023,DDoS,Gouvernement,Nation-État,19.62,325068,151.4,Vulnérabilité zero-day,Chiffrement
Royaume-Uni,2023,Ransomware,Télécommunications,Inconnu,211.19,17333,353.0,Vulnérabilité zero-day,SIEM
Chine,2023,Phishing,Technologie,Cybercriminels,70.83,41790,98.6,Vulnérabilité zero-day,Segmentation réseau
Singapour,2023,Phishing,Santé,Hacktivistes,4.63,58266,19.1,Mauvaise configuration,Formation et sensibilisation
France,2023,Phishing,Finance,Insider,14.14,186812,22.5,Ingénierie sociale,Sauvegarde et restauration
Colombie,2023,Zero-Day,Finance,Cybercriminels,363.24,498092,189.5,Accès non autorisé,Segmentation réseau
Égypte,2023,Ransomware,Technologie,Groupe de hackers,227.18,185,641.8,Logiciels non patchés,IDS/IPS
Mexique,2023,Malware,Technologie,Cybercriminels,139.76,154609,102.8,Accès non autorisé,Authentification multifacteur
Espagne,2023,Phishing,Finance,Inconnu,29.08,1781459,4.2,Mots de passe faibles,Analyse forensique
Chine,2023,Ransomware,Défense,Groupe de hackers,95.83,1514,680.6,Accès non autorisé,Authentification multifacteur
États-Unis,2023,Phishing,Finance,Groupe de hackers,23.26,1724,113.3,Mauvaise configuration,Sauvegarde et restauration
Royaume-Uni,2023,Phishing,Transport,Cybercriminels,92.41,4367723,132.3,Ingénierie sociale,Formation et sensibilisation
Chine,2023,Phishing,Commerce,Groupe de hackers,85.03,33840,30.5,Logiciels non patchés,Formation et sensibilisation
Nigeria,2023,Zero-Day,Technologie,Cybercriminels,540.46,1108,239.9,Ingénierie sociale,Pare-feu
Turquie,2023,Zero-Day,Finance,Nation-État,892.06,1600,482.8,Absence de chiffrement,Segmentation réseau
Royaume-Uni,2023,Phishing,Énergie,Groupe de hackers,109.21,36191,140.4,Absence de chiffrement,SIEM
Allemagne,2023,Phishing,Commerce,Hacktivistes,23.96,175188,117.3,Absence de chiffrement,Chiffrement
Inde,2023,Ransomware,Énergie,Nation-État,30.89,453,543.6,Ingénierie sociale,Sauvegarde et restauration
Chine,2023,Spear Phishing,Finance,Groupe de hackers,45.14,1510,74.4,API non sécurisée,Chiffrement
Russie,2023,DDoS,Finance,Inconnu,40.21,110621,19.7,Vulnérabilité zero-day,Authentification multifacteur
